title,company,location,date,job_link,description,source,required_skills
Inside Sales Representative,VMD,"Ariana, Ariana, Tunisie",,https://www.tanitjobs.com/job/1993305/inside-sales-representative/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Ariana - centre urbain nord » Inside Sales Representative Dans le cadre du développement de notre équipe commerciale, VMD recrute un Inside Sales Representative. Rattaché(e) au Responsable Commercial, vous jouerez un rôle clé dans le soutien administratif, commercial et opérationnel de l’équipe de vente, tout en assurant une interface fluide entre les clients, les commerciaux terrain et les services internes (logistique, finance, technique). Missions principales • Gérer le suivi administratif des ventes : devis, commandes, factures et dossiers clients. • Assurer la mise à jour du CRM et le suivi des opportunités commerciales. • Préparer les offres commerciales et les réponses aux appels d’offres. • Coordonner les échanges entre les commerciaux terrain, la logistique et la comptabilité. • Suivre les délais de livraison et informer les clients de l’état d’avancement de leurs commandes. • Assurer le traitement et la résolution des réclamations clients en collaboration avec le service concerné. • Participer à la préparation des reportings commerciaux et des tableaux de bord de performance. • Contribuer à la satisfaction et à la fidélisation des clients. Profil recherché Formation et expérience • Diplôme en commerce, gestion, administration ou équivalent. • Expérience de 2 à 3 ans dans un poste similaire (Back Office, ADV, support commercial). • Une expérience dans un environnement technologique ou industriel est un atout. Compétences techniques • Maîtrise des outils bureautiques (Excel, Word, Outlook). • Connaissance des outils CRM . • Bonne compréhension du cycle de vente B2B. • Capacité à gérer plusieurs dossiers simultanément. • Sens de l’organisation et de la rigueur. • Bon relationnel, communication fluide et professionnelle. • Esprit d’équipe et sens du service client. • Réactivité et autonomie dans le travail. • Fiabilité et discrétion dans le traitement des données. · Capacité à travailler sous supervision. Emploi Tunisie » Offres d'emploi à Ariana - centre urbain nord » Inside Sales Representative",tanitjob,"excel, r, tableau"
Consultant(e) Marketing & Data Privacy Junior,CML Avocat,"Sfax Ville, Sfax, Tunisie",,https://www.tanitjobs.com/job/1991828/consultant-e-marketing-data-privacy-junior/?backPage=&searchID=1776969222.81,Emploi Tunisie » Offres d'emploi à sfax ville » Consultant(e) Marketing & Data Privacy Junior Missions principales Emploi Tunisie » Offres d'emploi à sfax ville » Consultant(e) Marketing & Data Privacy Junior,tanitjob,r
Back Office Assistant – Italian Speaker (B2/C1) | Tunis,Saturnino Group,"Ariana, Ariana, Tunisie",,https://www.tanitjobs.com/job/1995911/back-office-assistant-italian-speaker-b2-c1-tunis/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Ariana - Raoued » Back Office Assistant – Italian Speaker (B2/C1) | Tunis Saturnino, a leading Italian group developing integrated solutions in the fields of intelligence and security technologies, is seeking employees for its Tunis office as part of its international expansion strategy. This initiative is part of a structured growth plan between Italy and North Africa, aimed at creating a cutting-edge operational hub focused on advanced security, data analytics, and intelligent systems integration. email/ office@saturnino.group Candidate Profile: Residency in the Tunis area Excellent knowledge of IT tools and advanced digital environments, back office experience. High school diploma or university degree Certified Italian language proficiency (minimum B2 level – CILS, CELI, PLIDA or equivalent), C1 level preferred Key competencies: High level of reliability, accuracy, and results-oriented Ability to operate in structured and international environments Effective stress and priority management Clear, professional, and business-oriented communication skills Value proposition: Opportunity to join a rapidly growing international group Direct involvement in company projects Professional development and ongoing training Performance-oriented environment with a strong culture of accountability Saturnino positions itself as a leader in intelligence and security technology Emploi Tunisie » Offres d'emploi à Ariana - Raoued » Back Office Assistant – Italian Speaker (B2/C1) | Tunis",tanitjob,"excel, git, go, r"
AVIS DE RECRUTEMENT : Technicien en Sécurité Électronique & Télécom,LEADER ELEK,"Bardo, Tunis, Tunisie",,https://www.tanitjobs.com/job/1995234/avis-de-recrutement-technicien-en-sécurité-électronique-télécom/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Bardo - TUNIS » AVIS DE RECRUTEMENT : Technicien en Sécurité Électronique & Télécom À propos de Leader Elek :Acteur de référence dans le secteur des solutions électriques et de sécurité, Leader Elek accompagne ses clients (professionnels et particuliers) dans l'installation et la maintenance de systèmes technologiques de pointe. Dans le cadre de notre expansion, nous recherchons un Technicien Spécialisé en Vidéosurveillance, Alarme et Télécommunication. ???? Vos Missions :Sous la responsabilité du chargé d'affaires, vous assurez l'installation et la mise en service des systèmes chez nos clients : Emploi Tunisie » Offres d'emploi à Bardo - TUNIS » AVIS DE RECRUTEMENT : Technicien en Sécurité Électronique & Télécom",tanitjob,r
Tèchniciens en Maintenance Informatique et GSM,3CA Consulting,"Monastir, Monastir, Tunisie",,https://www.tanitjobs.com/job/2000277/tèchniciens-en-maintenance-informatique-et-gsm/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à -Monastir » Tèchniciens en Maintenance Informatique et GSM Dans le cadre de l'accompagnement de notre client Société MZALI GSM basé à Monastir, nous cherchons deux profils : - Un téchnicien en Maintenance Informatique. - Un téchnicien en Maintenance GSM. Emploi Tunisie » Offres d'emploi à -Monastir » Tèchniciens en Maintenance Informatique et GSM",tanitjob,r
Consultant Technique Confirmé Microsoft Dynamics 365 Business Central,Qwery Tech,Tunisie,,https://www.tanitjobs.com/job/1998114/consultant-technique-confirmé-microsoft-dynamics-365-business-central/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à La Manouba » Consultant Technique Confirmé Microsoft Dynamics 365 Business Central Musl Consulting est un acteur spécialisé dans les solutions professionnelles de l'écosystème Microsoft. Nous mettons notre expertise Microsoft Power Platform et Microsoft Dynamics 365 Business Central au service de nos clients et partenaires internationaux. Rejoindre Musl Consulting, c'est intégrer une équipe engagée sur des projets innovants à grande envergure. Vous participez activement à des projets complexes autour de Dynamics 365 Business Central, de la conception technique à la livraison, en garantissant qualité et conformité des développements. Missions principales : Compétences techniques indispensables Développement AL (extensions, codeunits, pages, reports) Architecture technique Business Central (On-Premise & SaaS) Compétences complémentaires appréciées CDI — période d'essai Selon profil + primes sur projets Projets internationaux (Europe, Amérique du Nord, Afrique) Vers Lead Technique ou Chef de Projet ERP Certifications Microsoft prises en charge Compétences personnelles Formation & expérience Emploi Tunisie » Offres d'emploi à La Manouba » Consultant Technique Confirmé Microsoft Dynamics 365 Business Central",tanitjob,r
Technicien en informatique,IDAF,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1993174/technicien-en-informatique/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à centre ville - TUNIS » Technicien en informatique Notre société, cherche à recruter un technicien en Informatique Gestion et maintenance des installations de vidéo-projection et de visioconférence Assistance et support technique auprès des utilisateurs Maintenance du matériel informatique (postes informatiques, périphériques) Administration et exploitation des serveurs (Local/Data centre) Aide à la gestion, Mettre à disposition des utilisateurs des outils informatiques nécessaires Sécuriser les postes informatiques et les données Assurer la maintenance préventive et la mise à jour du parc informatique Assister à la gestion administrative Rigueur, dynamisme, organisation, autonomie, polyvalence et adaptabilité Discipline et ponctualité Permis de conduire depuis au moins deux ans Un salaire attractif et des conditions de travail motivantes Emploi Tunisie » Offres d'emploi à centre ville - TUNIS » Technicien en informatique",tanitjob,r
un(e) Développeur(se) Blazor / C# / .NET – ERP,Scalencia,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1986750/un-e-développeur-se-blazor-c-net-erp/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Centre ville - TUNIS » un(e) Développeur(se) Blazor / C# / .NET – ERP Dans le cadre d’un partenariat stratégique avec un éditeur de logiciels en France, Scalencia renforce ses équipes. Nous recherchons un(e) Développeur(se) Blazor / C# / .NET – ERP basé(e) en Tunisie pour accompagner l’évolution, la modernisation et l’optimisation d’une plateforme ERP métier à fort enjeu. Vous interviendrez depuis la Tunisie au sein d’une équipe R&D structurée, sur un projet à forte valeur ajoutée et en collaboration directe avec le client final. Intégré(e) à l’équipe R&D du client, vous participerez à : Ce que nous offrons : Envoyez-nous votre CV et rejoignez une équipe dynamique travaillant sur des projets ambitieux à dimension internationale. Emploi Tunisie » Offres d'emploi à Centre ville - TUNIS » un(e) Développeur(se) Blazor / C# / .NET – ERP",tanitjob,"c#, r"
Product Owner Confirmé/ Senior (H/F) – Secteur Luxe,skwad.,"gp1 Khezema Est,",,https://www.tanitjobs.com/job/1998321/product-owner-confirmé-senior-h-f-secteur-luxe/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à ---- » Product Owner Confirmé/ Senior (H/F) – Secteur Luxe Product Owner (H/F) – Secteur Luxe - Localisation : Sousse, Tunisie- Type de contrat : CDI- Service : IT- Rattachement : CTO Basé à Sousse, Skwad est un centre de services du groupe Pure Ventures, un acteur engagé dans la construction de l’économie circulaire de demain. Nous accompagnons des initiatives à fort impact environnemental et opérationnel, en réunissant entreprises et talents autour d’une vision commune : allier performance et durabilité. Notre centre regroupe des expertises variées (IT, Data, Opérations, Service Client) afin de soutenir efficacement les activités du groupe et de ses partenaires. Dans le cadre de notre croissance et du renforcement de notre pôle IT, nous recrutons un Product Owner pour accompagner un client évoluant dans le secteur du luxe. Vous interviendrez dans un environnement structuré, avec des produits déjà en place, que vous serez amené(e) à faire évoluer et optimiser. Environnement technique Rejoignez-nous et participez à des projets innovants dans un secteur exigeant et passionnant ! Emploi Tunisie » Offres d'emploi à ---- » Product Owner Confirmé/ Senior (H/F) – Secteur Luxe",tanitjob,r
Computer Vision Engineer,Canny Vision - AI Solutions,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1991690/computer-vision-engineer/?backPage=&searchID=1776969395.0172,"Emploi Tunisie » Offres d'emploi à Tunis Centre-Ville » Computer Vision Engineer En tant qu'Ingénieur(e) en Vision par Ordinateur, vous jouerez un rôle clé dans le développement de technologies d'avant-garde visant à améliorer la reconnaissance d'objets, la détection de mouvement et l'interprétation de scènes complexes. Vous travaillerez en étroite collaboration avec nos équipes de R&D pour concevoir des solutions qui seront intégrées dans nos produits. Nous travaillons sur nos propres solutions personnalisables, il est important de développer notre propre cadre de développement et nos propres outils indépendamment des autres projets afin de construire des solutions pouvant affronter aisément la concurrence en termes de robustesse technologique et de performances. Nous avons une expérience extensive en Vision Cognitive et nous projetons de publier les performances de notre cadre de développement dans des revues scientifiques de renoms. La recherche et le prototypage peuvent être effectués en Python alors que le code de production utilise exclusivement C++ avec la bibliothèque OpenCV. Nous préférons les systèmes « UNIX » (macOS & Linux) pour le développement et la production de nos solutions. Notre futur inclut clairement la construction d’une plate-forme extensible et compétitive en Vision Cognitive. Pour ce faire, une application web PWA exploitant une API développée avec Jakarta EE est à développer. Cette application devra intégrer nos solutions et fournir une valeur ajoutée par rapport à la concurrence. Emploi Tunisie » Offres d'emploi à Tunis Centre-Ville » Computer Vision Engineer",tanitjob,"c++, linux, python, r"
